Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin,BMI_Calc_Check,Burn Efficiency (Cal/Hr)
55,Female,118.63,1.72,163,168,67,1,679,Cardio,35,2.6,3,1,40.1,3,210.57,82.85,55.55,3059,Other,Dinner,Low-Carb,8.35,821.21,97.49,133.11,Grilled,18.75,48.83,1.3,Incline Push-ups,5,24,Improves cardiovascular fitness,345.54,"Obliques, Core",Cable Machine or Resistance Band,Advanced,Abs,Wrist Extensors,Towel pull-up,40.1,1673.63,0.5,0.7,1.05,1.03,2379.55,77.11,532.13,7.79e+19,Medium,40.099378042184966,679.0
32,Male,83.77,1.74,195,127,63,1,964,Yoga,30,2.1,3,1,27.7,3,185.61,73.83,49.14,2307,Other,Breakfast,Balanced,38.52,872.8,29.62,380.78,Fried,17.96,15.67,2.9,Calf Raises,4,19,Strengthens triceps and chest,362.15,"Core, Shoulders, Legs",Box or Platform,Intermediate,Back,Quads,Incline cable crossovers,27.67,1480.02,0.5,0.88,0.49,0.65,1342.52,58.88,1057.48,1.14e+20,Very High,27.668780552252606,964.0
22,Male,100.82,1.84,190,157,67,1,1955,HIIT,29,2.4,4,2,29.8,4,232.79,94.0,63.11,2630,Other,Lunch,Balanced,21.47,495.0,214.91,292.16,Roasted,36.1,85.05,2.6,Face Pulls,4,20,Improves core stability and balance,366.18,"Upper Back, Rear Deltoids",Bench or Step,Beginner,Arms,Grip Strength,Seated calf raises,29.78,1875.15,0.5,0.93,0.73,0.83,674.77,72.05,1083.89,1.25e+20,Very High,29.779064272211716,1955.0
28,Male,102.09,1.84,169,136,64,1,1068,Strength,33,2.7,3,1,30.2,3,214.16,86.18,57.28,2965,Other,Dinner,Vegetarian,29.53,1112.03,214.98,114.35,Steamed,35.09,67.85,5.0,Bird Dogs,3,20,Strengthens core and improves mobility,190.2,"Lower Back, Glutes",Parallel Bars or Chair,Intermediate,Legs,Lower,Hammer curls,30.15,1716.88,0.5,0.84,0.69,0.81,1896.77,68.04,410.83,5.97e+17,Low,30.154182419659733,1068.0
39,Male,71.57,1.88,198,148,51,1,357,Yoga,21,2.2,2,1,20.2,3,255.67,102.58,67.58,1999,Other,Lunch,Vegan,26.03,764.13,121.51,105.13,Raw,40.61,114.71,4.1,Leg Raises,5,20,Strengthens shoulders,366.18,"Lower Abs, Hip Flexors",Dumbbells,Intermediate,Forearms,Wrist Flexors,Close-grip bench press,20.25,2041.22,0.5,1.43,0.66,0.74,1642.28,56.24,395.47,1.25e+20,Very High,20.249547306473517,357.0
53,Male,125.27,1.91,171,137,70,1,336,Yoga,33,3.1,2,1,34.3,2,175.56,70.65,47.25,3036,Other,Dinner,Low-Carb,49.27,2257.02,229.12,197.3,Grilled,18.52,108.11,2.2,Box Jumps,5,25,Improves core stability and upper body strength,376.57,"Full Body, Core, Shoulders",Barbell,Beginner,Forearms,Quads,Russian twists,34.34,1410.09,0.5,0.56,0.66,0.8,2699.71,83.4,384.1,1.57e+20,Very High,34.3384227406047,336.0
43,Female,113.06,1.83,161,134,63,1,1922,HIIT,35,2.9,4,2,33.8,3,288.35,115.46,76.69,2979,Other,Breakfast,Vegetarian,25.7,2322.17,294.91,124.52,Steamed,23.39,104.48,1.2,Push Ups,3,10,Improves core rotation strength,155.23,Core,"Bench, Barbell",Advanced,Back,Lats,Incline cable crossovers,33.76,2305.45,0.5,1.02,0.72,0.83,1056.62,74.01,453.27,1.14e+17,Low,33.76033921586192,1922.0
26,Male,70.93,1.66,184,125,68,1,966,HIIT,29,1.7,3,1,25.7,4,291.05,115.59,77.13,1879,Other,Breakfast,Keto,31.01,255.87,266.91,469.38,Grilled,39.2,92.65,4.8,Mountain Climbers,5,22,Improves hip power and cardiovascular fitness,336.39,Quadriceps,Bench or Sturdy Surface,Intermediate,Shoulders,Posterior,Face pulls,25.74,2320.73,0.5,1.63,0.49,0.68,912.76,50.65,538.22,6.26e+19,Low,25.74031064015097,966.0
54,Female,85.86,1.76,189,158,68,1,1421,Cardio,24,3.4,3,2,27.7,3,294.55,119.4,78.99,2251,Other,Snack,Low-Carb,15.88,2423.27,233.97,352.25,Boiled,26.52,66.47,2.7,Flutter Kicks,5,17,Improves balance and coordination,336.99,"Quadriceps, Hamstrings, Glutes",Dumbbells or Barbell,Intermediate,Arms,Grip Strength,Close-grip bench press,27.72,2366.71,0.5,1.39,0.74,0.83,830.2,65.45,997.49,6.35e+19,Low,27.71823347107438,1421.0
57,Female,52.69,1.57,169,151,67,1,1133,Strength,21,2.6,3,2,21.4,2,226.58,90.95,59.79,1410,Other,Breakfast,Low-Carb,38.08,1637.94,126.61,433.25,Steamed,42.83,7.41,1.9,Rows,5,22,Improves hip power and cardiovascular fitness,351.8,"Back, Core, Shoulders",Pull-up Bar,Beginner,Arms,Grip Strength,Preacher curls,21.38,1808.23,0.5,1.73,0.82,0.89,276.94,41.79,738.78,9.02e+19,High,21.3761207351211,1133.0
53,Male,73.87,1.76,169,151,70,1,1055,Cardio,26,2.8,3,2,23.8,3,281.53,113.35,75.34,1953,Other,Snack,Vegetarian,4.07,760.88,203.47,157.94,Steamed,48.59,41.79,1.9,Wall Angels,5,24,Isolates and strengthens triceps,370.49,"Legs, Shoulders, Core",Box or Platform,Intermediate,Abs,Lower,Towel pull-up,23.85,2257.58,0.5,1.53,0.82,0.89,897.88,54.76,815.08,1.38e+20,Very High,23.847494834710744,1055.0
42,Female,72.14,1.69,177,147,61,1,1167,Strength,24,2.3,3,2,25.3,3,220.55,87.67,58.1,2079,Other,Snack,Balanced,26.73,1490.46,184.35,386.68,Roasted,21.04,55.39,1.9,Mountain Climbers,5,23,Improves posture and strengthens upper back,339.91,"Back, Hamstrings, Glutes",Bench or Step,Advanced,Forearms,Lower Chest,Seated cable rows,25.26,1755.78,0.5,1.22,0.74,0.83,911.63,54.75,734.21,6.81e+19,Medium,25.25821925002626,1167.0
44,Female,69.04,1.75,192,155,69,1,1019,Strength,29,2.1,3,1,22.5,3,227.76,90.65,60.64,1763,Other,Snack,Vegan,46.3,2468.38,180.51,276.79,Roasted,34.84,107.72,3.8,Rows,4,19,Strengthens lower abs and hip flexors,348.62,"Biceps, Forearms",None or Dumbbells,Beginner,Legs,Upper,Donkey kicks,22.54,1819.4,0.5,1.31,0.7,0.81,744.23,48.81,718.16,8.37e+19,High,22.543673469387755,1019.0
43,Male,56.93,1.79,175,166,62,2,2058,Cardio,17,2.7,4,3,17.8,2,258.63,102.64,69.34,1715,Other,Breakfast,Keto,12.44,1836.91,105.08,388.41,Roasted,11.02,85.37,2.9,Leg Press,4,21,Builds back strength,343.21,"Full Body, Core, Shoulders",Low Bar or TRX,Advanced,Back,Grip Strength,Leg extensions,17.77,2069.14,0.5,1.8,0.93,0.95,-342.62,47.02,1359.11,7.37e+19,Medium,17.767859929465374,1029.0
45,Female,46.75,1.79,176,168,55,1,1575,Strength,20,2.4,3,2,14.6,2,208.01,83.52,55.89,1349,Other,Snack,Balanced,26.68,35.75,294.67,468.03,Grilled,26.85,93.67,3.7,Pull-ups,4,18,Builds chest strength,366.17,"Chest, Triceps",Low Bar or TRX,Advanced,Shoulders,Lower Chest,Hanging leg raises,14.59,1669.13,0.5,1.79,0.94,0.96,-226.49,37.54,1069.22,1.25e+20,Very High,14.590680690365469,1575.0
40,Female,52.32,1.61,198,128,70,1,747,Cardio,23,3.3,2,1,20.2,2,216.7,86.17,57.39,1514,Other,Dinner,Balanced,26.88,1939.78,33.36,139.79,Boiled,28.88,79.75,2.6,Prone Cobras,4,23,Improves core stability and upper body strength,359.18,"Biceps, Forearms",None or Dumbbells,Beginner,Forearms,Lower Chest,Bicep Curls,20.18,1727.99,0.5,1.65,0.45,0.65,766.68,40.24,610.61,1.07e+20,High,20.184406465799928,747.0
28,Male,128.47,1.86,173,159,71,1,1018,Cardio,35,3.3,4,2,37.1,3,171.48,68.86,45.45,3107,Other,Snack,Keto,22.55,387.75,111.62,377.68,Fried,41.83,86.5,3.1,Bear Crawls,5,21,Combines lower body and upper body strength,363.33,"Legs, Core",None or Dumbbells,Advanced,Abs,Upper,Barbell rows,37.13,1370.41,0.5,0.54,0.86,0.92,2088.55,83.51,770.26,1.17e+20,Very High,37.13435079199907,1018.0
50,Female,86.3,1.63,161,143,58,2,2449,HIIT,27,3.5,4,3,32.5,3,256.57,102.75,68.25,2365,Other,Dinner,Low-Carb,9.99,1351.3,172.69,270.83,Grilled,42.53,120.45,2.5,Frog Jumps,5,17,Activates and strengthens glutes,356.48,"Core, Shoulders, Hips",Resistance Band,Advanced,Forearms,Grip Strength,Face pulls,32.48,2051.53,0.5,1.19,0.83,0.89,-84.06,62.58,1219.16,1e+20,High,32.48146335955437,1224.5
28,Female,73.14,1.67,197,147,74,1,1211,Strength,29,2.2,3,2,26.2,3,212.23,84.91,56.49,2125,Other,Breakfast,Keto,9.11,981.39,19.47,101.89,Grilled,6.66,68.45,1.2,Bulgarian Split Squats,5,19,Isolates triceps,364.76,"Full Body, Core, Shoulders",Cable Machine,Advanced,Arms,Anterior,Bicep Curls,26.23,1696.97,0.5,1.16,0.59,0.74,914.39,51.96,817.06,1.21e+20,Very High,26.225393524328588,1211.0
30,Female,91.38,1.99,171,152,60,1,986,Yoga,26,3.7,3,2,23.1,2,282.04,112.32,75.39,2362,Other,Snack,Low-Carb,23.5,1129.61,73.05,366.78,Grilled,50.11,34.27,2.2,Renegade Rows,4,17,Builds upper body strength,349.51,"Legs, Core",Resistance Band or Cable Machine,Beginner,Chest,Triceps,Preacher curls,23.08,2255.95,0.5,1.23,0.83,0.89,1376.42,67.36,957.66,8.55e+19,High,23.07517486932148,986.0
33,Male,56.06,1.61,161,147,54,2,1389,Yoga,26,2.7,4,3,21.6,3,244.68,97.76,65.51,1672,Other,Lunch,Keto,4.87,1533.17,271.25,167.07,Grilled,58.84,68.13,4.5,Deadlifts,5,21,Improves balance and leg strength,339.94,"Chest, Triceps, Shoulders",Parallel Bars or Chair,Beginner,Back,Wrist Extensors,Hyperextensions,21.63,1959.35,0.5,1.74,0.87,0.91,282.53,41.74,1210.19,6.82e+19,Medium,21.62725203502951,694.5
43,Male,82.9,1.95,181,160,70,2,2705,HIIT,26,3.5,5,3,21.8,4,279.97,112.16,74.39,2435,Other,Lunch,Vegan,40.46,2480.1,97.63,165.57,Grilled,57.26,42.27,1.5,Windshield Wipers,4,21,Strengthens lower abs and hip flexors,338.48,"Obliques, Core",Bench or Chair,Beginner,Back,Middle,Leg raises,21.8,2238.03,0.5,1.35,0.81,0.88,-269.78,61.57,1279.45,6.58e+19,Medium,21.801446416831034,1352.5
18,Male,64.65,1.55,184,161,59,1,1028,Yoga,29,2.2,3,2,26.9,2,237.97,95.84,63.45,1870,Other,Breakfast,Balanced,47.67,1921.67,164.71,309.15,Baked,46.09,88.42,4.2,Deadlift,5,23,Improves hip power and cardiovascular fitness,360.31,Calves,Parallel Bars or Chair,Intermediate,Shoulders,Lateral,Lateral raises,26.91,1906.29,0.5,1.48,0.82,0.88,842.12,45.6,1030.49,1.1e+20,High,26.909469302809573,1028.0
52,Male,81.59,1.72,166,137,53,1,1358,HIIT,28,2.7,4,2,27.6,3,222.32,87.38,58.8,2355,Other,Breakfast,Keto,6.77,1190.77,243.32,422.54,Fried,28.47,120.61,4.5,Face Pulls,4,17,Combines lower body and upper body strength,342.01,Full Core,None or Dumbbell,Advanced,Chest,Quads,Concentration curls,27.58,1768.0,0.5,1.07,0.74,0.83,996.53,59.01,704.54,7.16e+19,Medium,27.579096809085996,1358.0
19,Male,64.46,1.63,197,132,57,2,1939,Cardio,23,2.7,5,3,24.3,2,298.27,119.53,79.98,1767,Other,Dinner,Balanced,15.65,1560.21,291.57,369.33,Steamed,57.63,51.8,3.8,Squats,4,17,Enhances full-body coordination and stability,345.13,"Chest, Triceps",Barbell,Advanced,Shoulders,Lower Chest,Military press,24.26,2391.02,0.5,1.85,0.53,0.67,-171.86,49.61,1283.88,7.71e+19,Medium,24.261357220821257,969.5
49,Male,45.36,1.74,164,156,73,1,1187,Cardio,17,2.1,3,2,15.0,4,221.62,88.83,59.58,1186,Other,Breakfast,Paleo,8.3,137.74,216.77,365.3,Grilled,32.97,78.36,4.8,Leg Raises,4,22,Targets lower abs,333.06,"Chest, Triceps",Step or Box,Advanced,Legs,Lats,Chest flyes,14.98,1778.02,0.5,1.96,0.91,0.95,-1.42,37.49,825.99,5.77e+19,Low,14.982164090368608,1187.0
37,Female,103.37,1.89,175,168,57,1,536,Strength,32,3.1,2,1,28.9,2,286.91,114.65,76.52,2637,Other,Snack,Paleo,27.38,404.81,-1.89,206.74,Boiled,38.17,103.8,4.6,Prone Cobras,5,18,Improves core stability,366.4,Lower Abs,Cable Machine,Intermediate,Back,Wrist Extensors,Leg press,28.94,2294.92,0.5,1.11,0.94,0.96,2101.43,70.2,395.71,1.26e+20,Very High,28.938159625990316,536.0
39,Female,85.82,1.82,191,160,72,2,2288,Strength,29,3.5,5,3,25.9,3,249.13,100.52,66.56,2462,Other,Breakfast,Balanced,31.38,957.7,194.25,418.14,Steamed,58.15,34.31,3.8,Bulgarian Split Squats,5,16,Improves cardiovascular fitness,341.25,"Back, Core, Shoulders",Cable Machine,Intermediate,Back,Lats,Leg extensions,25.91,1997.64,0.5,1.17,0.74,0.84,174.09,61.34,1337.7,7.03e+19,Medium,25.90870667793744,1144.0
49,Male,84.75,1.68,197,163,74,2,1420,Yoga,27,3.5,4,3,30.0,3,229.69,92.8,60.8,2331,Other,Lunch,Vegan,21.05,1564.17,182.43,136.36,Raw,57.25,120.36,3.0,Box Jumps,4,16,Builds unilateral leg strength and balance,347.25,"Core, Obliques",Cable Machine or Resistance Band,Beginner,Back,Anterior,Barbell rows,30.03,1837.16,0.5,1.09,0.72,0.83,911.4,61.49,1263.99,8.11e+19,Medium,30.027636054421773,710.0
55,Male,71.49,1.62,166,161,68,1,357,Yoga,33,1.8,3,1,27.2,3,214.95,86.96,58.04,1871,Other,Breakfast,Vegetarian,10.47,2349.03,24.53,439.89,Fried,26.94,31.55,2.4,Prone Cobras,5,25,Strengthens lower body,346.21,"Back, Biceps",Barbell,Beginner,Arms,Lower,Leg curls,27.24,1730.0,0.5,1.22,0.95,0.97,1514.28,47.93,373.91,7.91e+19,Medium,27.24051211705532,357.0
20,Male,70.83,1.69,167,163,52,1,1238,Cardio,23,2.3,3,2,24.8,2,269.59,110.2,72.57,2004,Other,Snack,Paleo,41.29,590.06,106.01,380.75,Fried,27.14,117.89,3.7,Bird Dogs,5,25,Improves unilateral leg strength and balance,333.85,Shoulders,Cable Machine or Resistance Band,Beginner,Legs,Posterior,Military press,24.8,2172.29,0.5,1.56,0.96,0.97,765.6,54.86,861.33,5.88e+19,Low,24.799551836420296,1238.0
31,Male,77.66,1.71,190,137,52,1,1212,Cardio,27,1.8,4,2,26.6,2,222.48,89.91,59.3,2152,Other,Dinner,Vegan,15.27,298.44,233.66,400.68,Grilled,60.21,71.28,1.8,Kettlebell Swings,4,24,Improves core stability and upper body strength,352.52,"Upper Back, Rear Deltoids",Cable Machine,Advanced,Abs,Quads,Bent-over lateral raises,26.56,1783.26,0.5,1.16,0.62,0.72,940.38,56.35,888.35,9.17e+19,High,26.558599227112616,1212.0
31,Male,77.6,1.92,174,137,50,1,1342,Cardio,24,3.3,3,2,21.0,3,157.55,62.72,42.4,2278,Other,Lunch,Vegetarian,3.72,373.95,245.98,259.47,Raw,6.86,70.37,3.9,Resistance Band Pull-Aparts,5,22,Builds explosive upper body power,343.83,"Shoulders, Upper Back",Cable Machine or Resistance Band,Advanced,Shoulders,Anterior,Incline dumbbell press,21.05,1262.68,0.5,0.81,0.7,0.79,936.24,58.79,962.72,7.48e+19,Medium,21.05034722222222,1342.0
47,Male,127.31,1.76,199,158,73,1,469,Yoga,35,3.0,2,1,41.1,2,188.53,75.25,50.46,3259,Other,Snack,Balanced,25.75,1477.86,190.44,267.3,Raw,33.01,90.4,4.4,Box Jumps,4,18,Improves shoulder mobility and posture,359.66,"Lower Back, Glutes",None or Dumbbells,Advanced,Forearms,Anterior,Bird dog,41.1,1509.26,0.5,0.59,0.67,0.79,2789.97,82.75,510.72,1.08e+20,High,41.09956095041323,469.0
44,Male,69.88,1.75,192,155,69,1,668,Yoga,26,2.1,3,1,22.8,3,228.62,90.83,59.9,1799,Other,Snack,Keto,46.11,2482.64,177.46,274.46,Roasted,34.99,106.94,3.8,Resistance Band Pull-Aparts,4,19,Targets upper chest,347.7,"Core, Shoulders, Hips",Cable Machine or Resistance Band,Beginner,Back,Middle,Decline dumbbell flyes,22.82,1816.9,0.5,1.3,0.7,0.81,1131.19,51.64,702.35,8.2e+19,Medium,22.81795918367347,668.0
29,Female,58.7,1.61,198,122,72,1,1588,HIIT,25,2.0,3,2,22.6,2,216.45,86.95,58.14,1687,Other,Lunch,Balanced,10.09,332.78,2.81,431.75,Steamed,50.94,27.47,2.9,Inverted Rows,4,16,Improves balance and leg strength,350.22,"Lower Abs, Hip Flexors",Cable Machine or Resistance Band,Advanced,Shoulders,Lats,Dumbbell rows,22.65,1736.86,0.5,1.48,0.4,0.62,99.04,44.13,840.53,8.69e+19,High,22.64573126036804,1588.0
30,Male,62.77,1.92,170,127,70,1,1377,HIIT,21,3.6,2,1,17.0,2,311.61,125.17,83.41,1739,Other,Snack,Vegan,40.22,182.37,81.99,405.97,Raw,54.92,79.4,4.1,Plyo Squats,5,23,Strengthens core and improves mobility,360.18,Full Core,Cable Machine or Resistance Band,Beginner,Legs,Upper,Skull crushers,17.03,2497.81,0.5,1.99,0.57,0.75,362.11,49.69,821.21,1.09e+20,High,17.027452256944446,1377.0
54,Male,75.3,1.72,194,154,60,1,1164,HIIT,27,1.9,3,1,25.4,4,172.72,69.95,46.43,1886,Other,Lunch,Vegan,16.62,1712.93,211.83,234.09,Steamed,34.82,10.54,1.0,Push Ups,5,17,Isolates triceps,361.88,Shoulders,None or Dumbbells,Advanced,Forearms,Upper,Standing calf raises,25.45,1388.55,0.5,0.93,0.7,0.8,722.29,55.22,694.81,1.14e+20,Very High,25.452947539210385,1164.0
51,Female,64.64,1.79,163,130,61,1,848,Yoga,25,2.4,4,2,20.2,3,328.08,131.73,87.63,1946,Other,Snack,Keto,37.16,257.07,238.82,118.91,Boiled,49.45,33.16,2.4,Bench Press,5,17,Improves coordination and cardiovascular health,336.36,"Chest, Triceps, Shoulders",Cable Machine or Resistance Band,Intermediate,Arms,Triceps,Romanian deadlifts,20.17,2627.91,0.5,2.04,0.68,0.8,1097.82,48.55,793.81,6.25e+19,Low,20.174151867919228,848.0
44,Female,61.42,1.55,196,129,66,1,1358,Cardio,28,2.6,4,2,25.6,3,234.39,93.65,62.86,1842,Other,Snack,Vegetarian,11.44,2198.69,174.72,278.01,Raw,9.97,83.92,4.3,Seated Rows,5,16,Strengthens lower abs and hip flexors,345.26,"Core, Lower Back",Resistance Band or Cable Machine,Beginner,Back,Lateral,Leg curls,25.57,1877.9,0.5,1.52,0.49,0.66,483.89,44.06,973.63,7.74e+19,Medium,25.56503642039542,1358.0
32,Female,58.26,1.66,184,160,64,0,605,HIIT,26,1.8,2,1,21.1,4,283.48,114.3,75.52,1584,Other,Dinner,Low-Carb,29.93,694.92,159.44,272.44,Baked,36.52,46.91,3.1,Incline Push-ups,4,18,Targets lower chest,367.55,"Back, Core, Shoulders",None or Dumbbell,Beginner,Chest,Lower Chest,Wrist curl,21.14,2270.8,0.5,1.96,0.8,0.87,979.0,43.18,367.55,1.29e+20,Very High,21.142400929017274,inf
49,Male,89.4,1.67,182,140,74,2,2547,HIIT,30,3.5,5,3,32.1,3,205.81,82.53,54.72,2681,Other,Lunch,Balanced,34.71,1671.61,297.61,336.84,Baked,7.5,41.06,1.8,Bear Crawls,5,16,Improves balance and leg strength,340.85,"Core, Obliques",Wall,Intermediate,Shoulders,Quads,Decline dumbbell press,32.06,1645.84,0.5,0.92,0.61,0.77,133.64,62.89,1213.43,6.97e+19,Medium,32.05564918068056,1273.5
54,Female,46.83,1.5,175,165,58,1,1225,Cardio,22,2.0,2,1,20.8,2,286.58,114.91,76.76,1224,Other,Lunch,Paleo,13.05,424.62,193.4,316.93,Fried,42.14,67.29,1.9,Lateral Raises,5,21,Builds shoulder width,346.13,"Legs, Shoulders, Core",Dumbbells,Beginner,Forearms,Lateral,Plank,20.81,2296.8,0.5,2.45,0.92,0.94,-1.42,36.45,962.24,7.9e+19,Medium,20.813333333333333,1225.0
42,Male,72.56,1.62,175,139,67,1,1263,Strength,29,2.0,4,2,27.6,2,197.12,78.24,51.71,2183,Other,Lunch,Paleo,15.09,1865.99,192.85,481.41,Baked,41.93,102.22,2.5,Plank,4,22,Strengthens lower abs and hip flexors,347.35,"Chest, Triceps, Shoulders",Resistance Band or Cable Machine,Beginner,Abs,Grip Strength,Incline dumbbell press,27.65,1566.83,0.5,1.08,0.66,0.79,920.45,51.24,812.8,8.13e+19,Medium,27.648224356043283,1263.0
49,Male,57.9,1.58,199,120,50,2,2256,Strength,23,2.7,5,3,23.2,2,184.59,74.03,49.66,1708,Other,Breakfast,Vegetarian,11.23,743.89,117.52,117.1,Boiled,21.63,67.88,3.5,Leg Press,5,19,Targets lower chest,356.91,"Upper Chest, Triceps",Cable Machine,Beginner,Arms,Grip Strength,Incline dumbbell press,23.19,1481.42,0.5,1.28,0.47,0.61,-548.36,44.33,1377.67,1.01e+20,High,23.19339849383111,1128.0
23,Male,40.58,1.75,167,145,61,1,541,Yoga,18,2.1,3,1,13.2,2,298.27,118.94,78.93,1050,Other,Breakfast,Vegan,19.71,1338.54,25.19,470.88,Boiled,50.05,112.06,2.8,Incline Push-ups,4,19,Isolates and strengthens triceps,326.82,"Core, Shoulders, Hips",Parallel Bars or Chair,Beginner,Back,Wrist Extensors,Chest flyes,13.25,2379.21,0.5,2.93,0.79,0.87,508.8,33.45,535.98,4.94e+19,Low,13.250612244897958,541.0
52,Female,74.06,1.63,174,150,50,1,906,Yoga,28,3.7,3,2,27.9,3,308.72,123.28,82.0,2066,Other,Dinner,Paleo,10.95,537.53,253.41,294.73,Fried,22.87,8.29,1.5,Plyo Squats,4,15,Strengthens lower abs and hip flexors,331.54,"Back, Biceps",Bench or Sturdy Surface,Advanced,Forearms,Lower Chest,Bent-over lateral raises,27.87,2466.0,0.5,1.66,0.8,0.86,1159.56,53.3,835.48,5.56e+19,Low,27.874590688396253,906.0
43,Male,55.21,1.73,167,165,62,2,2388,HIIT,21,2.7,5,3,18.4,3,302.79,120.67,80.5,1811,Other,Lunch,Paleo,16.13,82.7,234.5,417.06,Fried,33.87,42.99,3.3,Russian Twists,5,25,Improves flexibility,329.13,"Chest, Triceps",Barbell,Advanced,Back,Lats,Wrist extension,18.45,2418.34,0.5,2.19,0.98,0.99,-577.1,43.75,1099.29,5.23e+19,Low,18.446991212536336,1194.0
40,Male,63.5,2.0,176,161,71,1,1363,Cardio,22,2.9,4,2,15.9,3,244.44,97.79,65.18,1655,Other,Snack,Vegetarian,17.66,724.55,237.81,459.66,Fried,18.03,15.97,1.2,Incline Push-ups,4,20,Isolates triceps,335.22,"Back, Hamstrings, Glutes",Parallel Bars or Chair,Beginner,Back,Wrist Flexors,Barbell hip thrusts,15.88,1955.54,0.5,1.54,0.86,0.92,291.8,49.31,952.02,6.08e+19,Low,15.875,1363.0
43,Male,73.11,1.59,191,158,67,1,1304,Strength,31,2.2,3,1,28.9,3,253.28,101.64,67.72,1941,Other,Lunch,Vegan,4.9,1366.41,180.99,199.59,Boiled,51.12,109.57,2.2,Thrusters,4,20,Improves core stability,350.18,"Upper Back, Rear Deltoids",Resistance Band,Beginner,Chest,Lateral,Leg curls,28.92,2029.16,0.5,1.39,0.73,0.83,636.58,50.51,924.48,8.69e+19,High,28.9189509908627,1304.0
19,Female,95.99,1.85,190,143,50,1,1151,Cardio,29,2.3,4,2,28.0,2,297.85,118.88,79.13,2375,Other,Lunch,Vegan,25.09,816.75,297.86,296.39,Baked,60.29,15.85,2.6,Bicycle Crunches,5,18,Builds unilateral leg strength,360.14,"Core, Shoulders, Hips",Dumbbells or Barbell,Intermediate,Shoulders,Lower Chest,Decline dumbbell press,28.05,2379.09,0.5,1.24,0.66,0.75,1223.96,68.26,864.34,1.09e+20,High,28.046749452154852,1151.0
51,Female,88.16,1.62,163,133,72,2,1825,Strength,35,3.5,4,3,33.6,4,279.65,112.07,74.69,2356,Other,Snack,Balanced,32.96,1376.54,58.42,222.92,Baked,20.54,18.6,3.0,Plyometric Push-ups,5,18,Improves balance and coordination,354.41,"Back, Hamstrings, Glutes","Bench, Barbell",Beginner,Shoulders,Wrist Extensors,Barbell hip thrusts,33.59,2239.09,0.5,1.27,0.68,0.82,530.8,57.3,1105.76,9.58e+19,High,33.592440176802306,912.5
52,Male,80.13,1.51,190,142,54,1,659,Cardio,35,2.6,3,1,35.1,2,177.43,72.13,47.85,2144,Other,Breakfast,Balanced,16.03,120.37,288.43,338.28,Raw,42.87,107.74,3.6,Dragon Flags,5,19,Strengthens core and improves mobility,341.87,"Lower Back, Glutes",Resistance Band,Intermediate,Abs,Lats,Face pulls,35.14,1428.89,0.5,0.9,0.65,0.75,1485.2,52.08,512.8,7.14e+19,Medium,35.14319547388272,659.0
31,Male,48.77,1.62,182,157,52,1,678,HIIT,21,3.2,2,1,18.6,2,197.26,78.81,52.71,1331,Other,Breakfast,Paleo,13.18,857.42,231.89,291.13,Baked,39.24,11.72,2.9,Shoulder Press,4,21,Builds upper body strength,351.68,"Upper Back, Rear Deltoids",None or Dumbbells,Beginner,Chest,Upper,Incline dumbbell press,18.58,1578.67,0.5,1.62,0.81,0.87,653.4,38.48,393.88,8.99e+19,High,18.58329522938576,678.0
23,Male,86.66,1.91,164,129,58,2,2668,HIIT,22,3.5,5,3,23.8,2,200.98,81.17,54.61,2316,Other,Lunch,Vegan,43.75,723.52,135.69,332.5,Raw,49.61,17.98,1.2,Jumping Jacks,4,24,Targets abdominal muscles,345.77,"Core, Lower Back",Box or Platform,Beginner,Legs,Wrist Extensors,Pull-ups,23.75,1620.09,0.5,0.94,0.67,0.78,-351.93,67.49,1293.18,7.83e+19,Medium,23.754831282037223,1334.0
52,Male,64.87,1.51,164,165,68,2,2138,Strength,27,2.7,4,3,28.4,4,212.77,86.12,57.13,1759,Other,Breakfast,Vegan,28.68,1391.43,204.36,382.42,Baked,57.79,6.25,3.6,Shoulder Press,4,23,Builds unilateral leg strength,363.49,"Biceps, Forearms","Bench, Barbell",Beginner,Legs,Wrist Extensors,Decline dumbbell flyes,28.45,1709.73,0.5,1.33,1.02,1.01,-378.81,47.08,1330.37,1.18e+20,Very High,28.45050655672997,1069.0
